Mod:Item:MetaData, Localized Name
erebus:capstone:6, Active Iron Capstone
erebus:capstone:7, Active Gold Capstone
erebus:capstone:8, Active Jade Capstone
erebus:ant_hill_block, Ant Hill (N.Y.I.)
erebus:force_field, Force Field
erebus:force_lock, Force Lock (N.Y.I.)
erebus:block_of_bones, Block O' Bones
erebus:magma_crawler_spawner, Magma Crawler Spawner
erebus:dung_spawner_bot_fly, Botfly Spawner
erebus:dung_spawner_fly, Fly Spawner
erebus:locust_spawner, Locust Spawner
erebus:wall_umberstone, Umberstone Wall
erebus:wall_umbercobble, Umbercobble Wall
erebus:wall_umbercobble_mossy, Mossy Umbercobble Wall
erebus:wall_umbercobble_webbed, Webbed Umbercobble Wall
erebus:wall_umberstone_bricks, Umbrick Wall
erebus:wall_umbertile_smooth, Umbertile Wall
erebus:wall_umbertile_smooth_small, Small Umbertile  Wall
erebus:wall_umberpaver, Umberpaver Wall
erebus:wall_umberpaver_mossy, Mossy Umberpaver Wall
erebus:wall_umberpaver_webbed, Webbed Umberpaver Wall
erebus:wall_amber, Amber Wall
erebus:wall_amber_bricks, Amber Brick Wall
erebus:slab_umberstone, Umberstone Slab
erebus:slab_umbercobble, Umbercobble Slab
erebus:slab_umbercobble_mossy, Mossy Umbercobble Slab
erebus:slab_umbercobble_webbed, Webbed Umbercobble Slab
erebus:slab_umberstone_bricks, Umberbrick Slab
erebus:slab_umbertile_smooth, Smooth Umbertile Slab
erebus:slab_umbertile_smooth_small, Small Umbertiles Slab
erebus:slab_umberpaver, Umberpaver Slab
erebus:slab_umberpaver_mossy, Mossy Umberpaver Slab
erebus:slab_umberpaver_webbed, Webbed Umberpaver Slab
erebus:slab_amber, Amber Slab
erebus:slab_amber_bricks, Amber Brick Slab
erebus:slab_planks_petrified_wood, Petrified Wood Slab
erebus:slab_mud_bricks, Mud Brick Slab
erebus:slab_mir_bricks, Mir Brick Slab
erebus:stairs_umberstone, Umberstone Stairs
erebus:stairs_umbercobble, Umbercobble Stairs
erebus:stairs_umbercobble_mossy, Mossy Umbercobble Stairs
erebus:stairs_umbercobble_webbed, Webbed Umbercobble Stairs
erebus:stairs_umberstone_bricks, Umberbrick Stairs
erebus:stairs_umbertile_smooth, Smooth Umbertile Stairs
erebus:stairs_umbertile_smooth_small, Small Umbertiles Stairs
erebus:stairs_umberpaver, Umberpaver Stairs
erebus:stairs_umberpaver_mossy, Mossy Umberpaver Stairs
erebus:stairs_umberpaver_webbed, Webbed Umberpaver Stairs
erebus:stairs_amber, Amber Stairs
erebus:stairs_amber_bricks, Amber Brick Stairs
erebus:stairs_petrified_wood, Petrified Wood Stairs
erebus:stairs_mud_bricks, Mud Brick Stairs
erebus:stairs_mir_bricks, Mirbrick Stairs
erebus:formic_acid, Formic Acid
erebus:honey, Honey
erebus:log_baobab, Baobab Wood
erebus:sapling_baobab, Baobab Sapling
erebus:leaves_baobab, Baobab Leaves
erebus:stairs_baobab, Baobab Stairs
erebus:slab_planks_baobab, Baobab Slab
erebus:door_baobab, Baobab Door
erebus:fence_baobab, Baobab Fence
erebus:fence_gate_baobab, Baobab Fence Gate
erebus:log_eucalyptus, Eucalyptus Wood
erebus:sapling_eucalyptus, Eucalyptus Sapling
erebus:leaves_eucalyptus, Eucalyptus Leaves
erebus:stairs_eucalyptus, Eucalyptus Stairs
erebus:slab_planks_eucalyptus, Eucalyptus Slab
erebus:door_eucalyptus, Eucalyptus Door
erebus:fence_eucalyptus, Eucalyptus Fence
erebus:fence_gate_eucalyptus, Eucalyptus Fence Gate
erebus:log_mahogany, Mahogany Wood
erebus:sapling_mahogany, Mahogany Sapling
erebus:leaves_mahogany, Mahogany Leaves
erebus:stairs_mahogany, Mahogany Stairs
erebus:slab_planks_mahogany, Mahogany Slab
erebus:door_mahogany, Mahogany Door
erebus:fence_mahogany, Mahogany Fence
erebus:fence_gate_mahogany, Mahogany Fence Gate
erebus:log_mossbark, Mossbark Wood
erebus:sapling_mossbark, Mossbark Sapling
erebus:leaves_mossbark, Mossbark Leaves
erebus:stairs_mossbark, Mossbark Stairs
erebus:slab_planks_mossbark, Mossbark Slab
erebus:door_mossbark, Mossbark Door
erebus:fence_mossbark, Mossbark Fence
erebus:fence_gate_mossbark, Mossbark Fence Gate
erebus:log_asper, Asper Wood
erebus:sapling_asper, Asper Sapling
erebus:leaves_asper, Asper Leaves
erebus:stairs_asper, Asper Stairs
erebus:slab_planks_asper, Asper Slab
erebus:door_asper, Asper Door
erebus:fence_asper, Asper Fence
erebus:fence_gate_asper, Asper Fence Gate
erebus:log_cypress, Cypress Wood
erebus:sapling_cypress, Cypress Sapling
erebus:leaves_cypress, Cypress Leaves
erebus:stairs_cypress, Cypress Stairs
erebus:slab_planks_cypress, Cypress Slab
erebus:door_cypress, Cypress Door
erebus:fence_cypress, Cypress Fence
erebus:fence_gate_cypress, Cypress Fence Gate
erebus:log_balsam, Balsam Wood
erebus:sapling_balsam, Balsam Sapling
erebus:leaves_balsam, Balsam Leaves
erebus:stairs_balsam, Balsam Stairs
erebus:slab_planks_balsam, Balsam Slab
erebus:fence_balsam, Balsam Fence
erebus:fence_gate_balsam, Balsam Fence Gate
erebus:stairs_white, White Stairs
erebus:slab_planks_white, White Slab
erebus:fence_white, White Fence
erebus:fence_gate_white, White Fence Gate
erebus:log_bamboo, Colossal Bamboo
erebus:sapling_bamboo, Colossal Bamboo Shoot
erebus:stairs_bamboo, Bamboo Stairs
erebus:slab_planks_bamboo, Bamboo Slab
erebus:fence_bamboo, Bamboo Fence
erebus:fence_gate_bamboo, Bamboo Fence Gate
erebus:log_rotten, Rotten Wood
erebus:stairs_rotten, Rotten Stairs
erebus:slab_planks_rotten, Rotten Slab
erebus:door_rotten, Rotten Door
erebus:fence_rotten, Rotten Fence
erebus:fence_gate_rotten, Rotten Fence Gate
erebus:log_marshwood, Marshwood Wood
erebus:sapling_marshwood, Marshwood Sapling
erebus:leaves_marshwood, Marshwood Leaves
erebus:stairs_marshwood, Marshwood Stairs
erebus:slab_planks_marshwood, Marshwood Slab
erebus:door_marshwood, Marshwood Door
erebus:fence_marshwood, Marshwood Fence
erebus:fence_gate_marshwood, Marshwood Fence Gate
erebus:log_scorched, Scorched Wood
erebus:stairs_scorched, Scorched Stairs
erebus:slab_planks_scorched, Scorched Slab
erebus:door_scorched, Scorched Door
erebus:fence_scorched, Scorched Fence
erebus:fence_gate_scorched, Scorched Fence Gate
erebus:stairs_varnished, Varnished Stairs
erebus:slab_planks_varnished, Varnished Slab
erebus:fence_varnished, Varnished Fence
erebus:fence_gate_varnished, Varnished Fence Gate
gaiadimension:crystallized_redstone, Crystallized Redstone
gaiadimension:crystallized_lapis_lazuli, Crystallized Lapis Lazuli
gaiadimension:glint_and_gold, Glint and Gold
gaiadimension:agate_stick, Agate Stick
gaiadimension:hot_dust, Hot Dust
gaiadimension:goldstone_dust, Goldstone Dust
gaiadimension:fine_dust, Fine Dust
gaiadimension:cloudy_shard, Cloudy Shard
gaiadimension:agate_cup, Agate Cup
gaiadimension:scaynyx_ingot, Scaynyx Ingot
gaiadimension:sweet_muckball, Sweet Muckball
gaiadimension:sugar_crystals, Sugar Crystals
gaiadimension:sugar_cluster, Sugar Cluster
gaiadimension:shiny_bone, Shiny Bone
gaiadimension:fine_thread, Fine Thread
gaiadimension:twined_thread, Twined Thread
gaiadimension:pink_essence, Pink Essence
gaiadimension:pink_goo, Pink Goo
gaiadimension:gemstone_pouch, Gemstone Pouch
gaiadimension:agate_fabric, Agate Fabric
gaiadimension:sturdy_pebble, Sturdy Pebble
gaiadimension:scaynyx_bucket, Scaynyx Bucket
gaiadimension:pink_geode, Geode
gaiadimension:blue_geode, Geode
gaiadimension:green_geode, Geode
gaiadimension:purple_geode, Geode
gaiadimension:pink_geode_slice, Sweet Geode Slice
gaiadimension:blue_geode_slice, Tangy Geode Slice
gaiadimension:green_geode_slice, Tarty Geode Slice
gaiadimension:purple_geode_slice, Sour Geode Slice
gaiadimension:pink_geode_juice, Sweet Geode Juice
gaiadimension:blue_geode_tea, Tangy Geode Tea
gaiadimension:green_geode_ale, Tarty Geode Ale
gaiadimension:purple_geode_soda, Sour Geode Soda
gaiadimension:pearly_geode_elixir, Aromatic Geode Elixir
gaiadimension:lurmorus_meat, Lurmorus Meat
gaiadimension:lurmorus_steak, Lurmorus Steak
gaiadimension:small_tentacle, Small Tentacle
gaiadimension:small_calamari, Small Calamari
gaiadimension:large_tentacle, Large Tentacle
gaiadimension:large_calamari, Large Calamari
gaiadimension:markuzar_mint, Markuzar Mint
gaiadimension:luggeroth_chop, Luggeroth Chop
gaiadimension:cooked_luggeroth_chop, Cooked Luggeroth Chop
gaiadimension:tilipi, Tilipi
gaiadimension:tilibl, Tilibl
gaiadimension:tiligr, Tiligr
gaiadimension:tilipu, Tilipu
gaiadimension:tiliol, Tiliol
gaiadimension:tilimy, Tilimy
gaiadimension:plagued_tiliey, Plagued Tiliey
gaiadimension:tiliou, Tiliou
gaiadimension:hematite_powder, Hematite Powder
gaiadimension:pyrite_powder, Pyrite Powder
gaiadimension:labradorite_powder, Labradorite Powder
gaiadimension:moonstone_powder, Moonstone Powder
gaiadimension:cinnabar_powder, Cinnabar Powder
gaiadimension:red_opal_powder, Red Opal Powder
gaiadimension:blue_opal_powder, Blue Opal Powder
gaiadimension:green_opal_powder, Green Opal Powder
gaiadimension:white_opal_grit, White Opal Grit
gaiadimension:sugilite, Sugilite
gaiadimension:hematite, Hematite
gaiadimension:pyrite, Pyrite
gaiadimension:labradorite, Labradorite
gaiadimension:moonstone, Moonstone
gaiadimension:cinnabar, Cinnabar
gaiadimension:red_opal, Red Opal
gaiadimension:blue_opal, Blue Opal
gaiadimension:green_opal, Green Opal
gaiadimension:white_opal, White Opal
gaiadimension:ixiolite, Ixiolite
gaiadimension:proustite, Proustite
gaiadimension:euclase, Euclase
gaiadimension:leucite, Leucite
gaiadimension:carnelian, Carnelian
gaiadimension:benitoite, Benitoite
gaiadimension:diopside, Diopside
gaiadimension:chalcedony, Chalcedony
gaiadimension:black_residue, Black Residue
gaiadimension:tektite, Tektite
gaiadimension:goldstone_residue, Goldstone Residue
gaiadimension:goldstone, Goldstone
gaiadimension:aura_residue, Aura Residue
gaiadimension:aura_cluster, Aura Cluster
gaiadimension:bismuth_residue, Bismuth Residue
gaiadimension:bismuth_crystal, Bismuth Crystal
gaiadimension:agate_sword, Agate Sword
gaiadimension:agate_pickaxe, Agate Pickaxe
gaiadimension:agate_axe, Agate Axe
gaiadimension:agate_shovel, Agate Shovel
gaiadimension:sugilite_sword, Sugilite Sword
gaiadimension:sugilite_pickaxe, Sugilite Pickaxe
gaiadimension:sugilite_axe, Sugilite Axe
gaiadimension:sugilite_shovel, Sugilite Shovel
gaiadimension:ixiolite_sword, Ixiolite Sword
gaiadimension:ixiolite_pickaxe, Ixiolite Pickaxe
gaiadimension:ixiolite_axe, Ixiolite Axe
gaiadimension:ixiolite_shovel, Ixiolite Shovel
gaiadimension:euclase_sword, Euclase Sword
gaiadimension:euclase_pickaxe, Euclase Pickaxe
gaiadimension:euclase_axe, Euclase Axe
gaiadimension:euclase_shovel, Euclase Shovel
gaiadimension:carnelian_sword, Carnelian Sword
gaiadimension:carnelian_pickaxe, Carnelian Pickaxe
gaiadimension:carnelian_axe, Carnelian Axe
gaiadimension:carnelian_shovel, Carnelian Shovel
gaiadimension:benitoite_sword, Benitoite Sword
gaiadimension:benitoite_pickaxe, Benitoite Pickaxe
gaiadimension:benitoite_axe, Benitoite Axe
gaiadimension:benitoite_shovel, Benitoite Shovel
gaiadimension:chalcedony_sword, Chalcedony Sword
gaiadimension:chalcedony_pickaxe, Chalcedony Pickaxe
gaiadimension:chalcedony_axe, Chalcedony Axe
gaiadimension:chalcedony_shovel, Chalcedony Shovel
gaiadimension:old_bow, Old Bow
gaiadimension:agate_arrow, Agate Arrow
gaiadimension:sugilite_helmet, Sugilite Helmet
gaiadimension:sugilite_chestplate, Sugilite Chestplate
gaiadimension:sugilite_legs, Sugilite Legs
gaiadimension:sugilite_boots, Sugilite Boots
gaiadimension:proustite_helmet, Proustite Helmet
gaiadimension:proustite_chestplate, Proustite Chestplate
gaiadimension:proustite_legs, Proustite Legs
gaiadimension:proustite_boots, Proustite Boots
gaiadimension:leucite_helmet, Leucite Helmet
gaiadimension:leucite_chestplate, Leucite Chestplate
gaiadimension:leucite_legs, Leucite Legs
gaiadimension:leucite_boots, Leucite Boots
gaiadimension:carnelian_helmet, Carnelian Helmet
gaiadimension:carnelian_chestplate, Carnelian Chestplate
gaiadimension:carnelian_legs, Carnelian Legs
gaiadimension:carnelian_boots, Carnelian Boots
gaiadimension:diopside_helmet, Diopside Helmet
gaiadimension:diopside_chestplate, Diopside Chestplate
gaiadimension:diopside_legs, Diopside Legs
gaiadimension:diopside_boots, Diopside Boots
gaiadimension:chalcedony_helmet, Chalcedony Helmet
gaiadimension:chalcedony_chestplate, Chalcedony Chestplate
gaiadimension:chalcedony_legs, Chalcedony Legs
gaiadimension:chalcedony_boots, Chalcedony Boots
gaiadimension:malachite_guard_headgear, Malachite Headgear
gaiadimension:malachite_guard_brace, Malachite Brace
gaiadimension:malachite_guard_gear, Malachite Gear
gaiadimension:malachite_guard_boots, Malachite Boots
gaiadimension:apex_predator_hood, Tiger's Eye Hood
gaiadimension:apex_predator_jacket, Tiger's Eye Jacket
gaiadimension:apex_predator_trousers, Tiger's Eye Trousers
gaiadimension:apex_predator_boots, Tiger's Eye Boots
gaiadimension:spinel_princess_cowl, Spinel Cowl
gaiadimension:spinel_princess_cloak, Spinel Cloak
gaiadimension:spinel_princess_dress, Spinel Dress
gaiadimension:spinel_princess_heels, Spinel Heels
gaiadimension:zircon_prince_crown, Zircon Crown
gaiadimension:zircon_prince_chestpiece, Zircon Chestpiece
gaiadimension:zircon_prince_gear, Zircon Gear
gaiadimension:zircon_prince_boots, Zircon Boots
gaiadimension:corrupt_warrior_helm, Corrupted Gaia Helm
gaiadimension:corrupt_warrior_guard, Corrupted Gaia Guard
gaiadimension:corrupt_warrior_greaves, Corrupted Gaia Greaves
gaiadimension:corrupt_warrior_boots, Corrupted Gaia Boots
gaiadimension:gaia_duchess_helm, Bixbite Helm
gaiadimension:gaia_duchess_guard, Bixbite Guard
gaiadimension:gaia_duchess_greaves, Bixbite Greaves
gaiadimension:gaia_duchess_boots, Bixbite Greaves
gaiadimension:gaia_baron_mask, Tsavorite Mask
gaiadimension:gaia_baron_tuxedo, Tsavorite Tuxedo
gaiadimension:gaia_baron_pants, Tsavorite Pants
gaiadimension:gaia_baron_shoes, Tsavorite Shoes
gaiadimension:gaia_duke_helm, Larvikite Helm
gaiadimension:gaia_duke_guard, Larvikite Guard
gaiadimension:gaia_duke_greaves, Larvikite Greaves
gaiadimension:gaia_duke_boots, Larvikite Boots
gaiadimension:gaia_champion_helm, Gaia Champion Helm
gaiadimension:gaia_champion_guard, Gaia Champion Guard
gaiadimension:gaia_champion_greaves, Gaia Champion Greaves
gaiadimension:gaia_champion_boots, Gaia Champion Boots
gaiadimension:malachite_guard_baton, Malachite Guard Baton
gaiadimension:apex_predator_mace, Apex Predator Mace
gaiadimension:spinel_princess_flamberge, Spinel Princess Flamberge
gaiadimension:zircon_prince_razor, Zircon Prince Razor
gaiadimension:corrupt_warrior_sword, Corrupt Warrior Sword
gaiadimension:gaia_duchess_khopesh, Gaia Duchess Khopesh
gaiadimension:gaia_baron_dagger, Gaia Baron Dagger
gaiadimension:gaia_duke_blade, Gaia Duke Blade
gaiadimension:gaia_champion_sword, Gaia Champion Sword
gaiadimension:gaia_portal, Gaia Portal
gaiadimension:keystone_block, Keystone Block
gaiadimension:gold_fire, Gold Fire
gaiadimension:pyrite_torch, Pyrite Torch
gaiadimension:agate_crafting_table, Agate Crafting Table
gaiadimension:crude_storage_crate, Crude Storage Crate
gaiadimension:mega_storage_crate, Mega Storage Crate
gaiadimension:gaia_stone_furnace_idle, Gaia Stone Furnace
gaiadimension:gaia_stone_furnace_lit, tile.gaiadimension.gaia_stone_furnace_lit.name
gaiadimension:restructurer_idle, Restructurer
gaiadimension:restructurer_lit, tile.gaiadimension.restructurer_lit.name
gaiadimension:purifier_idle, Purifier
gaiadimension:purifier_lit, tile.gaiadimension.purifier_lit.name
gaiadimension:heavy_soil, Heavy Soil
gaiadimension:corrupt_soil, Corrupted Soil
gaiadimension:boggy_soil, Boggy Soil
gaiadimension:light_soil, Light Soil
gaiadimension:glitter_grass, Glitter Grass
gaiadimension:corrupt_grass, Corrupted Grass
gaiadimension:murky_grass, Murky Grass
gaiadimension:soft_grass, Soft Grass
gaiadimension:frail_glitter_block, Frail Glitter Block
gaiadimension:thick_glitter_block, Thick Glitter Block
gaiadimension:gummy_glitter_block, Gummy Glitter Block
gaiadimension:pink_sludge_block, Pink Sludge Block
gaiadimension:crystal_growth, Crystal Growth
gaiadimension:crystal_growth_red, Red Crystal Growth
gaiadimension:crystal_growth_black, Black Crystal Growth
gaiadimension:crystal_growth_seared, Singed Crystal Growth
gaiadimension:crystal_growth_mutant, Mutated Crystal Growth
gaiadimension:crystal_growth_aura, Aura Crystal Growth
gaiadimension:thiscus, Thiscus
gaiadimension:ouzium, Ouzium
gaiadimension:agathum, Agathum
gaiadimension:varloom, Varloom
gaiadimension:corrupt_varloom, Corrupt Varloom
gaiadimension:missingno_plant, Missing Texture Plant
gaiadimension:spotted_kersei, Spotted Kersei
gaiadimension:thorny_wiltha, Thorny Wiltha
gaiadimension:roofed_agaric, Roofed Agaric
gaiadimension:bulbous_hobina, Bulbous Hobina
gaiadimension:stickly_cupsir, Stickly Cupsir
gaiadimension:mystical_murgni, Mystial Murgni
gaiadimension:corrupted_gaia_eye, Corrupted Gaia Eye
gaiadimension:elder_imklia, Elder Imklia
gaiadimension:gold_orb_tucher, Gold Orb Tucher
gaiadimension:missingno_fungus, Missing Texture Fungus
gaiadimension:pink_agate_sapling, Pink Agate Sapling
gaiadimension:blue_agate_sapling, Blue Agate Sapling
gaiadimension:green_agate_sapling, Green Agate Sapling
gaiadimension:purple_agate_sapling, Purple Agate Sapling
gaiadimension:fossilized_sapling, Fossilized Sapling
gaiadimension:corrupted_sapling, Corrupted Sapling
gaiadimension:burnt_sapling, Burnt Sapling
gaiadimension:burning_sapling, Fire Agate Sapling
gaiadimension:aura_sapling, Aura Sapling
gaiadimension:pink_agate_leaves, Pink Agate Leaves
gaiadimension:blue_agate_leaves, Blue Agate Leaves
gaiadimension:green_agate_leaves, Green Agate Leaves
gaiadimension:purple_agate_leaves, Purple Agate Leaves
gaiadimension:fossilized_leaves, Fossilized Leaves
gaiadimension:corrupted_leaves, Goldstone Corrupted Leaves
gaiadimension:burnt_leaves, Burnt Agate Leaves
gaiadimension:burning_leaves, Burning Agate Leaves
gaiadimension:aura_leaves, Aura Leaves
gaiadimension:pink_agate_log, Pink Agate Wood
gaiadimension:blue_agate_log, Blue Agate Wood
gaiadimension:green_agate_log, Green Agate Wood
gaiadimension:purple_agate_log, Purple Agate Wood
gaiadimension:fossilized_log, Fossilized Wood
gaiadimension:corrupted_log, Goldstone Corrupted Wood
gaiadimension:burnt_log, Burnt Wood
gaiadimension:burning_log, Burning Wood
gaiadimension:aura_log, Aura Log
gaiadimension:salt, Salt
gaiadimension:saltstone, Saltstone
gaiadimension:pebbles, Pebbles
gaiadimension:gaia_stone, Gaia Stone
gaiadimension:gaia_cobblestone, Gaia Cobblestone
gaiadimension:wasteland_stone, Wasteland Stone
gaiadimension:static_stone, Static Stone
gaiadimension:charged_mineral, Charged Mineral
gaiadimension:volcanic_rock, Volcanic Rock
gaiadimension:searing_rock, Searing Rock
gaiadimension:primal_mass, Primal Mass
gaiadimension:impure_rock, Impure Rock
gaiadimension:active_rock, Active Rock
gaiadimension:impure_sludge, Impure Sludge
gaiadimension:geyser_block, Geyser Vent
gaiadimension:sparkling_rock, Sparkling Rock
gaiadimension:aura_shoot, Aura Shoot
gaiadimension:pink_agate_planks, Pink Agate Planks
gaiadimension:blue_agate_planks, Blue Agate Planks
gaiadimension:green_agate_planks, Green Agate Planks
gaiadimension:purple_agate_planks, Purple Agate Planks
gaiadimension:fossilized_planks, Fossilized Planks
gaiadimension:corrupted_planks, Corrupted Planks
gaiadimension:burnt_planks, Burnt Planks
gaiadimension:burning_planks, Burning Planks
gaiadimension:aura_planks, Aura Planks
gaiadimension:pink_agate_plank_slab:0, Pink Agate Plank Slab
gaiadimension:blue_agate_plank_slab:0, Blue Agate Plank Slab
gaiadimension:green_agate_plank_slab:0, Green Agate Plank Slab
gaiadimension:purple_agate_plank_slab:0, Purple Agate Plank Slab
gaiadimension:fossilized_plank_slab:0, Fossilized Plank Slab
gaiadimension:corrupted_plank_slab:0, Corrupted Plank Slab
gaiadimension:burnt_plank_slab:0, Burnt Plank Slab
gaiadimension:burning_plank_slab:0, Burning Plank Slab
gaiadimension:aura_plank_slab:0, Aura Plank Slab
gaiadimension:pink_agate_plank_stairs, Pink Agate Plank Stairs
gaiadimension:blue_agate_plank_stairs, Blue Agate Plank Stairs
gaiadimension:green_agate_plank_stairs, Green Agate Plank Stairs
gaiadimension:purple_agate_plank_stairs, Purple Agate Plank Stairs
gaiadimension:fossilized_plank_stairs, Fossilized Plank Stairs
gaiadimension:corrupted_plank_stairs, Corrupted Plank Stairs
gaiadimension:burnt_plank_stairs, Burnt Plank Stairs
gaiadimension:burning_plank_stairs, Burning Plank Stairs
gaiadimension:aura_plank_stairs, Aura Plank Stairs
gaiadimension:cloudy_glass, Cloudy Glass
gaiadimension:foggy_glass, Foggy Glass
gaiadimension:gaia_stone_bricks, Gaia Stone Bricks
gaiadimension:cracked_gaia_stone_bricks, Cracked Gaia Stone Bricks
gaiadimension:crusted_gaia_stone_bricks, Crystallized Gaia Stone Bricks
gaiadimension:reinforced_bricks, Reinforced Bricks
gaiadimension:malachite_bricks, Malachite Bricks
gaiadimension:malachite_cracked_bricks, Cracked Malachite Bricks
gaiadimension:malachite_crusted_bricks, Crusted Malachite Bricks
gaiadimension:malachite_floor_tiles, Malachite Tiles
gaiadimension:malachite_chisel_bricks, Chiseled Malachite Bricks
gaiadimension:malachite_pulsing_bricks, Pulsing Malachite Bricks
gaiadimension:malachite_pulsing_tiles, Pulsing Malachite Tiles
gaiadimension:malachite_pulsing_chisel, Pulsing Chiseled Malachite Bricks
gaiadimension:malachite_brick_slab:0, Malachite Brick Slab
gaiadimension:malachite_floor_slab:0, Malachite Tile Slab
gaiadimension:malachite_pillar, Malachite Pillar
gaiadimension:malachite_brick_stairs, Malachite Brick Stairs
gaiadimension:malachite_chisel_stairs, Chiseled Malachite Brick Stairs
gaiadimension:malachite_pulsing_brick_stairs, Pulsing Malachite Brick Stairs
gaiadimension:malachite_pillar_stairs, Malachite Pillar Stairs
gaiadimension:malachite_floor_stairs, Malachite Tile Stairs
gaiadimension:malachite_pulsing_floor_stairs, Pulsing Malachite Tile Stairs
gaiadimension:malachite_pulsing_chisel_stairs, Pulsing Chiseled Malachite Brick Stairs
gaiadimension:bolstered_bricks, Bolstered Bricks
gaiadimension:opal_block_red, Block of Red Opal
gaiadimension:opal_block_blue, Block of Blue Opal
gaiadimension:opal_block_green, Block of Green Opal
gaiadimension:opal_block_white, Block of White Opal
gaiadimension:sugilite_block, Block of Sugilite
gaiadimension:hematite_block, Block of Hematite
gaiadimension:labradorite_block, Block of Labradorite
gaiadimension:pyrite_block, Block of Pyrite
gaiadimension:moonstone_block, Block of Moonstone
gaiadimension:cinnabar_block, Block of Cinnabar
gaiadimension:tektite_block, Block of Tektite
gaiadimension:goldstone_block, Block of Goldstone
gaiadimension:aura_block, Block of Aura Crystal
gaiadimension:bismuth_block, Block of Bismuth Crystal
gaiadimension:ixiolite_block, Block of Ixiolite
gaiadimension:proustite_block, Block of Proustite
gaiadimension:euclase_block, Block of Euclase
gaiadimension:leucite_block, Block of Leucite
gaiadimension:carnelian_block, Block of Carnelian
gaiadimension:benitoite_block, Block of Benitoite
gaiadimension:diopside_block, Block of Diopside
gaiadimension:chalcedony_block, Block of Chalcedony
gaiadimension:sugilite_ore, Sugilite Ore
gaiadimension:hematite_ore, Hematite Ore
gaiadimension:pyrite_ore, Pyrite Ore
gaiadimension:opal_ore_red, Red Opal Ore
gaiadimension:opal_ore_blue, Blue Opal Ore
gaiadimension:opal_ore_green, Green Opal Ore
gaiadimension:opal_ore_white, White Opal Ore
gaiadimension:labradorite_ore, Labradorite Ore
gaiadimension:moonstone_ore, Moonstone Ore
gaiadimension:cinnabar_ore, Cinnabar Ore
gaiadimension:speckled_rock, Speckled Rock
gaiadimension:coarse_rock, Coarse Rock
gaiadimension:precious_rock, Precious Rock
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
jecalculation:item_calculator:0, Crafting Calculator
jecalculation:item_calculator:1, Math Calculator
modulardiversity:blockbiomedetector, Biome Detector
modulardiversity:blockdaylightdetector, Time Detector
modulardiversity:blockweatherdetector, Weather Detector
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Matter Transport Pipe
matteroverdrive:heavy_matter_pipe, Heavy Duty Matter Transport Pipe
matteroverdrive:network_pipe, Matter Network Cable
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Pattern Storage
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, tile.null.name
matteroverdrive:molten_tritanium, tile.null.name
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
